,CDL_FLAG,CONDITION_CODE,EQUIP_PROB_CODE,FAULT_FLAG,INJ_SEVER_CODE,PERSON_ID,PERSON_TYPE,REPORT_NO,SAF_EQUIP_CODE,SEX_CODE,VEHICLE_ID,COLLISION_TYPE_CODE,C_M_ZONE_FLAG,JUNCTION_CODE,LANE_CODE,LIGHT_CODE,RD_COND_CODE,RD_DIV_CODE,SURF_COND_CODE,WEATHER_CODE,AREA_DAMAGED_CODE_MAIN,BODY_TYPE_CODE,DAMAGE_CODE,HIT_AND_RUN_FLAG,MOVEMENT_CODE,TIME,AGE
36330,N,Apparently Normal,No Misuse,Y,No Injury,704fa257-8e93-477c-8d1f-5b7a5344e83e,D,MSP65600007,Shoulder/Lap Belt(s),F,d7ce014c-bdc3-47a8-90fb-cb7d9a1f21c8,Same Movement Angle,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Superficial,N,Making Right Turn,2015-11-14 13:30,40
29195,N,Apparently Normal,No Misuse,Y,No Injury,8741be2b-21a1-4e66-927d-e993bc369a34,D,AE4268001N,Shoulder/Lap Belt(s),M,b2e18a85-f828-48c0-baaa-d04e758e63e5,Same Direction Rear End,N,Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015-10-14 6:53,21
40431,N,Apparently Normal,Air Bag Failed,Y,No Injury,899ba016-15bb-4bb4-8d18-6c7f1e2d49e4,D,AE39780032,Shoulder/Lap Belt(s),M,6a5cb743-fcd8-499b-8383-f56870dd6573,Same Direction Rear End,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Van,Functional,N,Moving Constant Speed,2015-10-21 14:54,21
45290,N,Apparently Normal,No Misuse,Y,No Injury,b0aea46c-83f4-4c24-bfc6-2232046bdd5c,D,MSP6046002N,Shoulder/Lap Belt(s),M,f4b20411-ead4-4131-a62d-dd9b87c4c67a,Same Direction Sideswipe,N,Non Intersection,Deceleration Lane,Dusk,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Five o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-11-25 16:52,66
23440,N,Apparently Normal,No Misuse,Y,No Injury,6e535c6b-3d1e-459e-a62c-8cfdd4f03ecf,D,AC1554001K,Shoulder/Lap Belt(s),M,6d9c79df-2c59-474d-8f0e-8915d5ee41af,Head On Left Turn,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Accelerating,2015-08-26 14:14,41
79,N,Apparently Normal,No Misuse,Y,No Injury,66a23599-bc5e-4e6d-b7d9-1cf2a0c65265,D,AB5469000D,Shoulder/Lap Belt(s),F,3ac754f2-ac83-4298-8369-834feec8f94d,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-02-19 15:19,33
6202,Y,Apparently Normal,No Misuse,Y,No Injury,591c7d96-282f-4062-bc3e-6920767c1ebb,D,ADJ2680007,Shoulder/Lap Belt(s),M,9efbd592-fbc9-4fa4-bb1c-e0229606e7ca,Single Vehicle ,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Sleet,Four o'clock,Truck Tractor,No Damage,N,Making Right Turn,2015-03-20 12:20,45
33740,N,Apparently Normal,No Misuse,N,No Injury,6fd9b2d0-7bb5-458d-90c6-b6739a2e3b70,D,MSP5330001L,Shoulder/Lap Belt(s),F,628acc63-1011-4565-8678-3cd1e57f85a1,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Functional,N,Slowing or Stopping,2015-12-11 15:51,59
34948,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,0d26dc8b-20b7-4f15-985b-0ba07250c755,D,MSP60850045,Shoulder/Lap Belt(s),F,17b961d9-8976-4773-92cf-478df6d6d3fd,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Foggy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-22 17:39,22
3707,N,Apparently Normal,No Misuse,N,No Injury,487d9a43-19ff-446c-a4ea-b3af7bc9ea9e,D,ZL06930009,Shoulder/Lap Belt(s),M,ef4f5de9-f33f-48a0-877b-cdc0cf04b60a,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Wet,Snow,Four o'clock,(Sport) Utility Vehicle,Functional,N,Moving Constant Speed,2015-02-26 7:57,50
12272,N,Apparently Normal,No Misuse,N,No Injury,b573d518-b8b0-44ba-a1a2-1adcae83bc73,D,MSP6288002X,Shoulder/Lap Belt(s),F,ec271274-310d-4dad-8f9f-a12ac35badc5,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-05-09 10:43,44
17702,N,Apparently Normal,No Misuse,N,No Injury,109ed2da-b980-48f6-8a13-cc0be8579410,D,AC1427000G,Shoulder/Lap Belt(s),M,76ec52c6-9f30-4be3-9ec0-f88ba9d4f072,Angle Meets Right Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015-07-13 9:09,54
47269,N,Had Been Drinking,No Misuse,Y,No Injury,9da45050-22d2-4a3d-87f0-8905adb1384f,D,MSP5862003Y,Shoulder/Lap Belt(s),M,c93e8ef5-fe36-4129-8c4c-a883cb845d0b,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Pickup Truck,Destroyed,N,Moving Constant Speed,2015-12-05 20:34,53
6020,N,Apparently Normal,No Misuse,Y,No Injury,b7214168-7c51-4cdf-ae60-83b6149b5b94,D,ADH8570003,Shoulder/Lap Belt(s),M,fa2b80ca-56a8-4735-9816-7704ec57959e,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-03-29 2:00,31
36650,N,Apparently Normal,No Misuse,N,No Injury,5f4502ff-3051-4a1a-96fd-31d8e17e2469,D,MTA02420007,Shoulder/Lap Belt(s),F,ec51284c-e21c-4893-a46e-c5b80c774aef,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Transit Bus,Superficial,N,Moving Constant Speed,2015-10-18 8:45,36
5450,N,Apparently Normal,No Misuse,Y,No Injury,a940ddd2-1d09-47e8-bd64-47f27b5876e1,D,MSP6312000X,Shoulder/Lap Belt(s),M,837b5712-7c03-4665-9603-15952db7d35e,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-03-18 17:24,37
25188,N,Apparently Normal,No Misuse,Y,No Injury,aa01e5b3-2b19-4122-be0f-e98e36e30ce5,D,CTF4610001,Shoulder/Lap Belt(s),M,2e4f17fa-8e00-4777-8c02-616a51d0256a,Same Movement Angle,N,Intersection,Right Turn Lane,Dusk,No Defects,"Two-way, Divided, Positive Median Barrier",Water (standing/moving),Raining,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-07-20 16:44,17
14278,N,Apparently Normal,No Misuse,Y,No Injury,be3d20b4-8142-483a-b559-14ea826d8193,D,AE4519000Z,Shoulder/Lap Belt(s),M,c41b6e97-e5c7-49fb-bd7c-a343b364075a,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Slowing or Stopping,2015-06-18 17:37,25
10309,N,Apparently Normal,No Misuse,N,No Injury,a8063c9e-ef05-4a9d-ad63-e9504736da09,D,CB58760004,Shoulder/Lap Belt(s),M,1968d1b4-7cd4-48c4-97b2-6406ba7670f7,Same Direction Rear End,N,Interchange Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-05-28 16:15,68
6086,N,Apparently Normal,No Misuse,N,No Injury,110392a4-5fa8-4bd7-a635-50c97549dff7,D,ADI6410002,Shoulder/Lap Belt(s),M,5aade68c-c112-41bb-bc13-a927e99b4595,Head On Left Turn,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-02-14 1:30,33
12273,N,Apparently Normal,No Misuse,Y,No Injury,814f9f08-a736-49e2-ada9-333486130bd0,D,MSP6288002X,Shoulder/Lap Belt(s),F,20e52060-f51a-4a05-b680-fa99aa1ac8a4,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Van,Superficial,N,Making Left Turn,2015-05-09 10:43,21
17067,N,Apparently Normal,No Misuse,N,No Injury,9bb5787a-9275-4833-9745-68ad7db585ac,D,ZL0714000J,Shoulder/Lap Belt(s),M,85b6bf9d-b929-4857-a03d-53a21ebfe538,Opposite Direction Sideswipe,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Nine o'clock,Pickup Truck,Superficial,N,Slowing or Stopping,2015-06-11 15:32,35
24635,N,Apparently Normal,No Misuse,Y,No Injury,a2b1c8c2-8dd5-4a0d-abf0-bd7965d0819c,D,ADJ005000X,Shoulder/Lap Belt(s),M,ea7c2ae2-04c5-4004-a95e-17dc2bca412e,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-07-20 11:00,49
46868,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,5aa9be75-ec59-451f-bec3-ff33bd4d2e93,D,MCP2792000Q,Shoulder/Lap Belt(s),M,9fae4afc-675f-4cfe-90e6-77392a28ee4c,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Foggy,Six o'clock,Van,Superficial,N,Moving Constant Speed,2015-12-17 18:59,34
15881,N,Apparently Normal,No Misuse,Y,No Injury,14d392ed-0ab7-47ba-94b2-b5266b421891,D,DA34740003,Shoulder/Lap Belt(s),M,5e47d80a-ad74-40b1-9f1c-1d2f5a87ef8d,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Ambulance/Emergency,Functional,N,Backing,2015-04-05 20:24,28
39629,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,13471fb4-c48e-48be-811b-7029e5c29170,D,MSP6315006T,Shoulder/Lap Belt(s),F,ce4e362f-b7e0-4a28-af10-ea4c9c23ca6c,Same Direction Rear End,N,Intersection Related,Shoulder Area,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-11-14 17:09,26
9299,N,Apparently Normal,No Misuse,N,No Injury,5f4ce0ca-5217-47c9-9407-651a370f0dba,D,ADI965000M,Shoulder/Lap Belt(s),F,db683ed7-4856-48fb-9a23-f9a29f099170,Same Movement Angle,N,Alley,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Two o'clock,Passenger Car,Superficial,N,Accelerating,2015-06-07 17:45,34
29008,N,Apparently Normal,No Misuse,Y,No Injury,7ca154ec-f72f-4ace-8747-93303c1bcf29,D,AE3829000P,Shoulder/Lap Belt(s),F,24fbba43-4db8-4db6-a8a7-84b47585c968,Same Movement Angle,N,Commercial Driveway,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Cloudy,Nine o'clock,(Sport) Utility Vehicle,Disabling,N,Making Left Turn,2015-11-07 16:19,22
29545,N,Apparently Normal,No Misuse,N,No Injury,21cef8b1-154c-4013-9ebf-c73fd9aaf675,D,AE4897000J,Shoulder/Lap Belt(s),F,c7d958ab-12a7-4c28-a3b7-2eb21484beb4,Head On Left Turn,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-10-10 13:41,21
45447,N,Apparently Normal,No Misuse,Y,No Injury,07763ffa-9f44-44d3-b004-ead41236ef3c,D,MSP6108002R,Shoulder/Lap Belt(s),M,9ff9f655-04a1-47ba-b18c-fa890a4b113a,Same Direction Right Turn,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Three o'clock,Truck Tractor,Superficial,N,Making Right Turn,2015-12-21 13:21,47
11886,N,Apparently Normal,No Misuse,N,No Injury,6b3e98e3-9104-4bbe-9ac4-e8cdd215dbff,D,MSP5953003J,Shoulder/Lap Belt(s),F,bca47cd1-cc04-4067-9d8c-44eda2ad0523,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Stopped in Traffic Lane,2015-05-12 15:24,55
37659,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,7b315f3e-da78-43e5-bf57-c725507fac47,D,AE5503000G,Shoulder/Lap Belt(s),F,cfc1ded1-1dd0-4d63-be89-6bbe2513b052,Same Direction Sideswipe,N,Interchange Related,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-10-21 21:44,33
35994,N,Apparently Normal,No Misuse,Y,No Injury,7686fa19-6fcd-4a82-a13d-1d1256b499aa,D,MSP6481002R,Shoulder/Lap Belt(s),M,3eb10f4b-1c6c-4773-9b32-b3b818e72936,Same Direction Right Turn,N,Non Intersection,Left Turn Lane,Dark - Unknown Lighting,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Three o'clock,Police Vehicle/Non Emergency,Functional,N,Leaving Traffic Lane,2015-12-08 19:12,50
15581,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,ac14e89f-5359-452a-929e-03c2fec4c74c,D,AE5230000P,Shoulder/Lap Belt(s),M,373f46b4-0c56-4ee9-88e8-1a98d4d9c738,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015-05-01 16:53,63
10253,N,Apparently Normal,No Misuse,Y,No Injury,e658c1ca-d057-4515-a289-beaa0153b8d8,D,CB5267000W,Shoulder/Lap Belt(s),F,3c51344f-48ab-472f-a1c0-69fa39c27dd5,Same Movement Angle,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided with a Continuous Left Turn Lane",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-04-01 7:45,53
23380,N,Fatigued Fainted,No Misuse,Y,No Injury,4f80d6f8-fbe9-49e1-a96e-3daa6617c73e,D,MSP3450001D,Shoulder/Lap Belt(s),F,a4252e07-6b1e-4f1d-bcd6-fb44487eefc0,Opposite Direction Sideswipe,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-07-01 16:40,53
5613,N,Apparently Normal,No Misuse,Y,No Injury,82bc9715-ff66-4d56-bd2e-815446bbe192,D,BX38760001,Shoulder/Lap Belt(s),M,4b6f351e-5e5a-4b9c-a6b0-098b474ac89b,Angle Meets Right Turn,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-01-30 20:52,24
43839,N,Apparently Normal,No Misuse,Y,No Injury,53700b13-ba5c-4246-aaa4-1be21718ee49,D,DV01330002,Shoulder/Lap Belt(s),M,6d07e138-09a4-4213-ae10-f2c07979d22d,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Station Wagon,Disabling,N,Slowing or Stopping,2015-10-20 9:17,19
4159,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,79b6e1c3-7d16-41b8-9992-1649f4540a32,D,MSP6319000Q,Shoulder/Lap Belt(s),F,d71a2bda-7d7d-496c-ae92-50a615739d1e,Single Vehicle ,N,Intersection,Right Turn Lane,Dark No Lights,Foreign Material,"Two-way, Not Divided",Snow,Cloudy,Twelve o'clock,Van,Destroyed,N,Slowing or Stopping,2015-01-21 20:38,36
45424,N,Apparently Normal,No Misuse,Y,No Injury,72725ac7-8390-429d-b582-3670f5d0ddd3,D,MSP60940051,Shoulder/Lap Belt(s),M,53298b66-1e97-4cbd-bf37-bc57ceca386b,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Six o'clock,Passenger Car,Disabling,N,Skidding,2015-12-02 13:47,19
32228,N,Apparently Normal,No Misuse,N,No Injury,4a18ac06-6bfc-4ec8-8b4f-826191d9283b,D,MCP11740015,Shoulder/Lap Belt(s),F,626ed3a9-38ed-4a6a-bc57-4d6a0481900e,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-11-12 8:16,45
45014,N,Apparently Normal,No Misuse,N,No Injury,796f3731-b5ef-4714-b4dd-09776462d49f,D,MSP5747003F,Shoulder/Lap Belt(s),M,d0796491-2389-41bb-970a-b31b4de6b1a0,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Six o'clock,(Sport) Utility Vehicle,Functional,N,Slowing or Stopping,2015-12-21 10:49,70
17816,N,Apparently Normal,No Misuse,N,No Injury,10ad24c1-10ae-414e-9e5b-42b1cd2f5418,D,AC18860023,Shoulder/Lap Belt(s),F,5422e486-71e2-4a70-be5d-e16f424fdb0a,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015-09-18 19:39,30
16250,N,Apparently Normal,No Misuse,N,No Injury,e8e5bf5d-ea43-41d4-87f4-a2c6f1499853,D,MCP2504000P,Shoulder/Lap Belt(s),M,e031f219-26e0-4061-a68c-e25d2d859830,Single Vehicle ,N,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Cloudy,Twelve o'clock,Police Vehicle/Emergency,Functional,N,Moving Constant Speed,2015-06-14 0:15,31
6955,N,Apparently Normal,No Misuse,Y,No Injury,003878bc-662e-40ca-a720-3851f62b5d54,D,DD5601000G,Shoulder/Lap Belt(s),M,330083c1-8a5a-43b1-87dc-8dd065c9543e,Single Vehicle ,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Nine o'clock,Passenger Car,Destroyed,N,Accelerating,2015-01-03 14:02,18
26832,N,Apparently Normal,No Misuse,Y,Fatal Injury,c3f21553-a0b1-4449-94c2-6f5893e3c1a1,D,MSP57450016,MC/Bike Helmet and Eye Protection,M,259a54ad-291d-4743-b52e-0acf6a515a39,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Motorcycle,Disabling,N,Moving Constant Speed,2015-09-16 20:15,57
16602,N,Apparently Normal,No Misuse,Y,No Injury,f06b83cc-5adf-4640-85a3-ed5a20721016,D,MSP5957004Q,Shoulder/Lap Belt(s),M,36872459-5c5e-41c7-8442-e94799d88fce,Single Vehicle ,N,Interchange Related,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Wet,Raining,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-06-21 7:51,71
5287,N,Apparently Normal,No Misuse,Y,No Injury,02f5fc93-c810-4073-97d4-8a1f60381a4c,D,DA30350002,Shoulder/Lap Belt(s),M,5ad35891-1081-4d29-a2ee-06a045b2ff9f,Head On,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Eleven o'clock,(Sport) Utility Vehicle,Disabling,N,Accelerating,2015-01-02 11:00,38
12139,N,Apparently Normal,No Misuse,N,No Injury,94b2149c-1378-4a2c-90d6-099ad17a85d7,D,MSP62250044,Shoulder/Lap Belt(s),M,2fbf5931-0720-40e8-8817-e541bca18040,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Six o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-06-26 12:58,59
29335,N,Apparently Normal,No Misuse,Y,No Injury,99e569e4-2f0e-408d-b567-164d77f16b38,D,AE45460038,Shoulder/Lap Belt(s),F,88c1eb65-e813-4cda-b0a1-3809d4f484db,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Van,Superficial,N,Slowing or Stopping,2015-11-19 12:24,74
44628,Y,Apparently Normal,No Misuse,Y,No Injury,d2d32f67-bc40-441b-9680-560e300f3a44,D,MSP2809002P,Shoulder/Lap Belt(s),M,b502595e-f329-4f7a-b45e-a099b790586f,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Wet,Clear,Two o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-10-09 21:05,29
26336,N,Apparently Normal,No Misuse,N,No Injury,4112d945-11f0-4a41-bca8-88f8222105d6,D,MSP6457001C,Shoulder/Lap Belt(s),M,b3c7c638-a732-4a59-b084-d4460fd77d44,Same Direction Right Turn,N,Non Intersection,Deceleration Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Six o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-07-23 5:35,27
43235,N,Apparently Normal,No Misuse,N,No Injury,8edbd545-4cef-4d67-bfdf-80df071e9988,D,CB55100007,Shoulder/Lap Belt(s),M,10ff6721-c76d-4976-9d75-d9b56a281b95,Single Vehicle ,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Ten o'clock,Police Vehicle/Non Emergency,Superficial,N,Moving Constant Speed,2015-10-03 12:50,48
17535,N,Apparently Normal,No Misuse,N,No Injury,613a2a81-93b0-438f-a968-0427905b2fbb,D,AE4538000M,Shoulder/Lap Belt(s),M,853b40b0-ef0a-439c-a687-19134a0da2be,Same Direction Sideswipe,N,Non Intersection,Left Turn Lane,Dawn,No Defects,"Two-way, Not Divided",Dry,Clear,Seven o'clock,Pickup Truck,Superficial,N,Changing Lanes,2015-08-06 6:15,48
31512,N,Apparently Normal,No Misuse,Y,No Injury,1f3daa96-13e8-4f5a-aed6-f93d14abc2ff,D,DA3814000G,Shoulder/Lap Belt(s),M,1c68a032-6c03-4e52-be72-2d6e30972fca,Same Movement Angle,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Wet,Raining,Five o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-02 15:56,56
4913,N,Apparently Normal,No Misuse,Y,No Injury,7c70c562-0eb8-4c7d-8f5b-d7accfd6a711,D,MSP5660002Z,Shoulder/Lap Belt(s),M,302e4bdf-a895-44bf-be27-fb750702f7dc,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,One-way Trafficway,Ice,Severe Winds,One o'clock,(Sport) Utility Vehicle,Superficial,N,Slowing or Stopping,2015-02-15 2:38,49
33775,N,Apparently Normal,No Misuse,N,No Injury,7d534521-68e9-4698-95bc-3f36566cc0ad,D,MSP5334003T,Shoulder/Lap Belt(s),F,ce593e7b-0b1c-41ce-81c1-1ab6348516a5,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Six o'clock,Passenger Car,Disabling,N,Stopped in Traffic Lane,2015-11-19 16:22,45
29936,N,Apparently Normal,No Misuse,N,No Injury,0eafd675-5164-413e-ad47-2092f47f6a1d,D,AE5467000K,Shoulder/Lap Belt(s),M,1428ca87-89af-49f6-a966-2e8ed496a78f,Same Direction Sideswipe,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Three o'clock,Pickup Truck,Functional,N,Moving Constant Speed,2015-10-22 11:47,44
28543,N,Apparently Normal,No Misuse,N,No Injury,bef77961-8910-452d-9e05-08a71b41ffd7,D,ADJ1790013,Shoulder/Lap Belt(s),F,c5731c71-5b0a-4aa4-beb8-bbb62858e9af,Same Direction Rear End,Y,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Six o'clock,Station Wagon,Superficial,N,Slowing or Stopping,2015-10-09 13:12,39
21143,N,Apparently Normal,No Misuse,N,No Injury,657a065d-8cf5-468c-9374-a248988b5934,D,MSP6029004P,Shoulder/Lap Belt(s),F,d0a931fc-079e-49f6-a2ca-1a4124a2dc2a,Same Direction Sideswipe,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Three o'clock,Pickup Truck,Functional,N,Moving Constant Speed,2015-08-22 9:40,48
1741,N,Apparently Normal,No Misuse,N,No Injury,cec47554-f482-4506-a92b-d6ae31d61ced,D,CB54580004,Shoulder/Lap Belt(s),F,9cc26b33-d876-4b45-a791-e4f4f9554c62,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Superficial,N,Slowing or Stopping,2015-02-06 21:49,61
648,N,Apparently Normal,No Misuse,Y,No Injury,e1485cf7-49c8-41d1-9c4b-d3657c8d5f4c,D,ADI7540008,Shoulder/Lap Belt(s),M,7741a0d4-36fd-46ff-966d-a4e9664859f4,Same Direction Rear End,Y,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-03-26 19:15,22
34990,N,Apparently Normal,No Misuse,N,No Injury,4c10a18b-a3cd-4cf8-9c2a-f7a1a438d130,D,MSP609200BJ,Shoulder/Lap Belt(s),F,e11af018-7772-41c4-86d3-11a45993efce,Same Direction Sideswipe,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,One o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-12-24 14:20,16
